payee_company_name
内蒙古包钢钢联股份有限公司
内蒙古包钢钢联股份有限公司成都销售分公司
冠东机电
凉山州国投实业有限责任公司
凉山州现代房屋建筑集成制造有限公司
凉山州金锋达物流有限责任公司
凯西祥荣（转大邑大安路）
分流到我库车皮
劲帆
勇力
勉县吉顺商贸
包头市九鸿贸易有限责任公司
包头市恒瑞物资贸易有限责任公司
北京泰达恒远商贸有限公司
北新国际木业有限公司
十堰广增金属材料有限公司
千仞公司
千帆物资（转龙港）
华之杰
华信鑫丰
华创富新
华南物资集团有限公司成都分公司
华旗汽车零部件制造有限公司
华钢公司
南充攀信工贸有限责任公司
南充攀信（转营山五四机械厂）
南充攀信（转蓬安嘉宝汽车）
南充攀信（转遂宁福多纳汽车）
南充攀信（转遂宁迈高汽车）
南充攀信（转重庆嘉宝汽车）
博川诚冶
博昊
博皓
厚德路
厦门建发物资有限公司
厦门建发股份有限公司
厦门建发金属有限公司
厦门建发（转蓬安嘉宝汽车）
厦门晟茂有限责任公司
双清（转羊马镇）
吉林弘凯专用车制造有限公司
周华双
和鑫顺
嘉宇兴
四川万和金属贸易有限公司
四川三德贸易有限公司
四川三艺贸易有限公司
四川中帮贸易
四川中环
四川中腾容器制造有限公司
四川义航钢铁有限公司
四川交投商贸有限公司
四川交投物流有限公司
四川京森木业有限公司
四川什邡蓥山精密钢管制造有限公司
四川什邡蓥山精密钢管制造有限公司(攀钢投资)
四川佳丽防火门窗有限公司
四川信盈商贸有限公司
四川信达贸易有限公司
四川六合新材料科技有限公司
四川兴华汇通贸易有限公司
四川兴瑞钢铁有限公司
四川凯西祥荣集团有限公司
四川勇利贸易有限公司
四川北欣贸易有限责任公司
四川北泰贸易有限公司
四川华兴添宝商贸有限公司
四川华旗钢结构有限责任公司
四川华盛电力物资有限公司
四川南骏汽车集团有限公司
四川博川物流有限公司
四川博盛商贸有限公司
四川双清螺旋钢管有限公司
四川合贵贸易有限公司
四川同锟商贸有限公司
四川和丰
四川和丰物资贸易有限公司
四川和基轨道车辆配件有限公司
四川嘉威特物资有限公司
四川嘉峪盛贸易有限公司
四川嘉攀物资有限公司
四川嘉益物资有限公司
四川国储天府物流有限公司
四川国腾设备制造有限公司
四川国际友好贸易有限公司
四川大前兴利门业有限公司
四川天予浩集团有限公司
四川天浩冶金产业有限公司
四川威茂吉达贸易有限公司
四川宇良车辆配件有限公司
四川安瑞尔钢铁商贸有限公司
四川宗烨贸易有限公司
四川宝乐金属贸易有限公司
四川展硕钢铁有限公司
四川川宏机械有限公司
四川川开电气股份有限公司
四川广为通信
四川广增电器设备有限公司
四川康天贸易有限公司
四川强力建筑机械有限公司
四川彭州众鑫冶业有限公司
四川彭州伟达金属制品有限公司
四川德尔特科技有限公司
四川恒力信国际贸易有限公司
四川恒博钢结构工程有限公司
四川恒盛电力设备有限公司
四川成机实业有限公司
四川振鸿钢制品有限公司
四川攀一（转玉龙钢管）
四川攀信实业有限公司
四川攀泷贸易有限公司
四川攀重金属制造有限公司
四川攀铁（转攀鑫加工厂）
四川新安达交通设施工程有限公司
四川新远宏机械设备有限公司
四川旷世达金属制品有限公司
四川智嘉腾贸易有限公司
四川本立建筑工程有限公司大邑钢结构分公司
四川欣铭长峰贸易有限公司
四川正升声学科技有限公司
四川永志宏钢铁有限公司
四川汇阳钢带贸易有限公司
四川汉冶中厚板销售有限公司
四川泰丰电缆桥架有限公司
四川泰雁商贸有限公司
四川洛普多元实业有限公司
四川浙金钢材有限公司
四川浪泊湾钢结构材料有限公司
四川海路机电有限公司
四川溢欣蓉贸易有限公司
四川炬烽钢铁有限公司
四川玉龙钢管有限公司
四川瑞城实业有限公司
四川瑞峰螺旋钢管有限公司
四川瑞致电工钢有限公司
四川瑞锦板材有限公司
四川瑞锦板材有限公司（留库）
四川申冶金属材料有限公司
四川皓宇通商贸有限公司
四川盛世汇江钢铁有限公司
四川省世纪联发钢铁物资有限公司
四川省中茵钢铁贸易有限公司
四川省华冶钢铁炉料有限公司
四川省华清物资有限责任公司
四川省合汇钢铁贸易有限责任公司
四川省大众金属结构制造有限公司
四川省富顺发贸易有限公司
四川省广汉华夏铁路器材有限公司
四川省攀鑫金属材料有限公司
四川省攀铁金属材料有限公司
四川省柱恒机电设备有限公司
四川省楚汉物资贸易有限责任公司
四川省永亨实业有限责任公司
四川省洪涛商贸有限公司
四川省登尧机械设备有限公司
四川省盛世钢材有限公司
四川省眉山市佳禾商贸有限公司
四川省聚义商贸有限公司
四川省运城物资贸易有限公司
四川省运诚物资贸易有限公司
四川石油物资实业发展有限公司
四川福和月贸易有限公司
四川福顺发
四川福顺发贸易有限公司
四川竞钢网电子商务有限公司
四川竹根锅炉股份有限公司
四川维尔金属制品有限公司
四川绵海商贸有限公司
四川聚之源金属材料有限公司
四川能投坤成能源发展有限公司
四川航天天盛实业有限公司
四川航天天盛（转大邑凯西）
四川荣雨实信商贸有限公司
四川莱新时代贸易有限公司
四川藏杰贸易有限公司
四川虹涛电子科技有限公司
四川蜀华物资贸易有限责任公司
四川蜀天彩钢构造有限公司
四川西冶新材料股份有限公司
四川西华国际贸易有限公司
四川西津物流有限责任公司
四川诚冶
四川诚冶贸易有限公司
四川诚治
四川谊恒昌商贸有限公司
四川路口物资贸易有限公司
四川远航焊管有限公司
四川重钢钢材加工有限公司
四川金度贸易有限公司
四川金网通电子科技有限公司
四川鑫利达皮具伞业有限责任公司
四川鑫川通达贸易有限公司
四川鑫蕊建筑工程有限公司
四川钢盈贸易有限公司
四川银桥钢模有限公司
四川锦润荣兴商贸有限公司
四川长虹(技佳)
四川长虹技佳精工有限公司
四川长虹电器股份有限公司
四川长虹（德虹）
四川长虹（金瑞）
四川长金实业有限公司
四川长金钢铁有限公司
四川陆达（转德阳玉龙钢管）
四川鸿舰重型机械制造有限责任公司
四川麒征金属制品有限公司
国发客成
国发蓉城
国发蓉成
国龙集团金属
圣德钢缆
天津中远恒通国际贸易有限公司
天津市咸通生产资料有限责任公司
天津市酒钢博泰钢业有限公司
天津旭金钢铁有限公司
天津象屿进出口贸易有限公司
天融汇
太原旺荣源科贸有限公司
奥鑫源
宁建
宁建伟业
宁波建霖（转龙泉驿华翔）
宁波建霖（转龙泉驿银河钢构）
宁波浙金钢材有限公司
宇鸿公司
安阳钢铁股份有限公司西南销售分公司
宏基
宏基公司
宏威德贸易
宜宾邦锐有限公司
宜宾长运挂车制造有限公司
宣化钢铁集团有限责任公司
宣化钢铁集团有限责任公司（建材）
富林
寻钢问铁
射洪財伦建材有限公司
展志（转众博）
山东万事达涂镀应用艺术有限公司
山东万事达钢铁贸易有限公司
山西太鋼不銹鋼股份有限公司
屹衡丰
川力通
巨今
师宗盈凯工贸有限公司
常州凡源商贸有限公司
广汉佳泰恒贸易
广汉华气防腐工程有限公司
广汉市冀川轧钢厂
广汉程明新材料科技有限责任公司
广汉霍特工贸有限公司
广汉霍鉄工贸有限公司
康达鑫新
建发(上海)有限公司
建发物流集团有限公司
建发（上海）有限公司
建发（天津）有限公司
建发（成都）有限公司
建发（武汉）有限公司
建发（青岛）有限公司
张洪顺
张长江
强睿
彭州鑫汇通五金有限责任公司
德通钢材
德阳东钢
德阳凯达门业有限公司
德阳嘉德隆物资有限公司
德阳川广机械有限公司
德阳川德交通机械有限公司
德阳市志达商贸有限公司
德阳市顺昌重工机械制造有限公司
德阳康达新商贸
德阳志城
德阳志成
德阳文华
德阳新金回贸易有限公司
德阳桥丰
德阳桥丰物资
德阳裕唐钢筋
恒鑫捷
悦驰
悦驰金属
成基
成实冶金（转龙港）
成实钢管（到钢加司）
成实钢管（转三河镇）
成实钢管（转龙港）
成恒久益跃
成港
成港公司
成港金属
成福
成都一汽海通车桥厂
成都一钢商贸有限公司
成都万利亨钢铁有限公司
成都万祥物资有限公司
成都三泰金属有限公司
成都上承钢铁有限公司
成都世泽贸易有限公司
成都世纪众鑫物流有限责任公司
成都世纪启钢翼贸易有限公司
成都世纪龙腾钢铁有限公司
成都东岭华杰贸易有限公司
成都东岭盛佳贸易有限公司
成都东旭智能科技有限公司
成都东麟钢铁有限公司
成都中元建材物资贸易有限公司
成都中兵贸易有限公司
成都中勇商贸有限公司
成都中恒久商贸有限公司
成都中挖机械有限公司
成都中瑞天铖商贸有限公司
成都中筑路面机械有限公司
成都中远特殊钢管有限责任公司
成都中鼎金属制品有限公司
成都丰宇钢铁有限公司
成都乐鑫商贸有限公司
成都乐鑫顺
成都云跃钢材销售有限公司
成都互利诚信钢材贸易有限责任公司
成都亚森实业有限公司
成都京峰商贸有限公司
成都仁信源科技有限公司
成都任名扬物流有限公司
成都伦友贸易有限公司
成都佑家钢材有限公司
成都佳丰信毅实业有限公司
成都佳凯丰商贸有限公司
成都佳宏金属材料有限公司
成都佳祥瑞贸易有限公司
成都俊峰物资有限责任公司
成都俊祥机械制造有限公司
成都信立实业有限公司
成都倍成贸易有限公司
成都倍菲特商贸有限公司
成都元华再生资源回收有限公司
成都元鑫荣华贸易有限公司
成都光华科技发展有限公司
成都光友机电制造有限公司
成都全蓉工贸有限公司
成都兴志磊物资有限公司
成都兴蓉东物资商贸有限制责任公司
成都兴远洋钢铁有限公司
成都兴金元科技有限公司
成都兴金汇钢铁有限公司
成都兴金汇钢铁有限公司(PAB)
成都兴靖业
成都冀兴钢铁有限公司
成都冠东
成都冶金实验厂有限公司
成都凯固金属
成都刚金物资有限公司
成都创奇汽车制造有限公司
成都创联大港贸易有限公司
成都勃海物流有限公司
成都华之杰贸易有限公司
成都华利板材
成都华起钢铁有限公司
成都华鑫物资商贸部
成都博胜佳业贸易有限公司
成都博蓝贸易有限公司
成都博雨达贸易有限公司
成都厚德路商贸有限公司
成都双鱼座钢铁有限公司
成都双麟商贸有限公司
成都发林贸易有限公司
成都叶禾信息科技有限公司
成都合联胜钢铁有限公司
成都吉盛鑫物资有限公司
成都吉镪贸易有限公司
成都名亿贸易有限公司
成都君诚长丰经贸有限公司
成都启润投资有限公司
成都启蓉贸易有限公司
成都和鑫顺商贸有限公司
成都品钢钢铁有限公司
成都嘉城钢铁贸易有限公司
成都嘉宇兴物资有限公司
成都嘉钢供应链管理有限公司
成都坚实贸易有限公司
成都坤垄商贸有限公司
成都坤盟贸易有限公司
成都垚润贸易有限公司
成都壹镓人科技有限公司
成都夏鑫钢铁有限公司
成都多好钢铁贸易有限公司
成都多彩钢制品有限公司
成都天时物流有限公司
成都天融汇商贸有限公司
成都天顺成贸易有限公司
成都天顺特商贸有限公司
成都奥顺达商贸有限责任公司
成都好运达物流服务有限公司
成都学全工贸有限责任公司
成都宇鸿实业有限公司
成都宏威德贸易
成都宏泰详贸易有限公司
成都宏睿商贸有限公司
成都宝太钢铁有限公司
成都宝新贸易有限公司
成都宝武汽车零部件有限公司
成都宝维钢材加工配送有限公司
成都宝维（转青白江复兴大道）
成都宝购钢铁交易有限公司
成都宝钢西部贸易有限公司
成都客车股份有限公司
成都展志商贸有限公司
成都川坤商贸有限公司
成都川益钢铁有限公司
成都巨今物资有限公司
成都市三极钢联科技有限公司
成都市东方电力线路构件厂
成都市乐鹏商贸有限公司
成都市互利捷科技有限责任公司
成都市伟烨物资贸易有限公司
成都市佳舟贸易有限公司
成都市佳蓉物资有限公司
成都市佳虎商贸有限公司
成都市光义实业有限公司
成都市兴亚森贸易有限公司
成都市千代波发物资贸易有限公司
成都市千帆物资贸易有限责任公司
成都市华清贸易有限公司
成都市双流恒生锻造有限公司
成都市和乐门业有限公司
成都市和汇物资贸易有限公司
成都市四发物资有限责任公司
成都市圣信贸易有限公司
成都市大益物资贸易有限公司
成都市大益物资贸易有限公司111
成都市天利合丰贸易有限公司
成都市天蓉商贸有限责任公司
成都市天韧实业有限公司
成都市奥和物资贸易有限公司
成都市守一物资贸易有限公司
成都市巍海贸易有限公司
成都市川福精细化工厂
成都市帅磊物资有限公司
成都市康建物资贸易有限公司
成都市忠强金属制品有限责任公司
成都市成基新型材料有限责任公司
成都市成基钢铁有限公司
成都市新宏景商贸有限公司
成都市新津兴城物资有限公司
成都市新湖装饰材料有限公司
成都市旺才物资有限公司
成都市昌艾贸易有限公司
成都市昌艾隆贸易有限公司
成都市星河达物资有限公司
成都市景腾盛物资有限公司
成都市有明物资公司
成都市格林维贸易有限公司
成都市欣彤钢铁有限公司
成都市汇昕源商贸有限公司
成都市波讯物资贸易有限公司
成都市波迅物资贸易有限公司
成都市泰星海物资有限公司
成都市瑞阳恒信商贸有限公司
成都市百多隆商贸有限公司
成都市盛世弘兴贸易有限公司
成都市祥瑞鑫丰商贸有限公司
成都市第一预应力钢丝有限公司
成都市红峰物资贸易有限公司
成都市荣峰商贸
成都市荣豪物贸有限公司
成都市蒲江县油库建筑工程有限公司
成都市金大华物资有限公司
成都市金浩丰贸易有限公司
成都市金益盛商贸有限公司
成都市金翰林商贸有限公司
成都市金鼎鑫物资有限责任公司
成都市鑫富发商贸有限公司
成都市鑫志嘉商贸有限公司
成都市鑫牛冶炼物资有限公司
成都市鑫钢荣物资有限公司
成都市长程管件制造有限公司
成都市震奥物资有限公司
成都市震林钢铁贸易有限公司
成都市青白江区利民金属回收有限公司
成都市龙虎型材有限公司
成都帝旺门业有限公司
成都帝王门业有限公司
成都常信重工机械有限公司
成都广鑫轻钢材料有限公司
成都弘芮贸易有限公司
成都彭州京华制管有限公司
成都志华物资有限公司
成都思佳物资有限公司
成都恒信盛世钢铁有限公司
成都恒华物资有限公司
成都恒瑞盛达贸易有限公司
成都恒瑞达商贸有限责任公司
成都恒蜀盛贸易有限公司
成都恒达金开商贸有限公司
成都恒鼎和钢铁有限公司
成都慧泽实业有限公司
成都慧远明物资有限公司
成都成实冶金有限责任公司
成都成实钢管有限责任公司
成都成德重型锻造有限公司
成都成瑞商贸有限公司
成都成钰物资有限公司
成都攀鑫达贸易有限公司
成都文镧商贸有限公司
成都新一通商贸有限责任公司
成都新亿凹凸贸易有限公司
成都新天实业有限责任公司
成都新昕昊商贸有限公司
成都新贵宇物资有限公司
成都方鑫冷轧薄板有限公司
成都方鑫实业有限公司
成都旺江贸易有限公司
成都旺途金属材料有限公司
成都昊星贸易有限公司
成都明拓贸易有限公司
成都易克得钢铁贸易有限公司
成都昕睿恒盛贸易有限公司
成都星剑物资有限公司
成都星辉物资有限公司
成都春茂物流有限公司
成都晋邦钢铁有限公司
成都晨轩商贸
成都晨辉物资贸易有限公司
成都智成钢铁有限公司
成都枭龙焊管有限公司
成都梦鸿威
成都榕盛达商贸有限公司
成都欣旺商贸有限公司
成都欣艺商贸有限公司
成都欣锐杰商贸有限公司
成都毅辰商贸有限公司
成都民浩商贸有限公司
成都永旺钢板厂
成都永聚金属材料贸易有限公司
成都求精不锈钢有限公司
成都汇盛达钢铁有限公司
成都江灵工贸有限公司
成都波迅迪钢铁有限公司
成都泰鸿汽车零部件有限公司
成都洪旺业贸易有限公司
成都海泰钢管有限公司
成都润德诚钢铁有限公司
成都淦鑫钢模制造有限公司
成都渤海物流有限公司
成都炽信成贸易有限公司
成都烨成钢铁有限公司
成都烨成钢铁贸易有限公司
成都煊炜贸易有限公司
成都燃气集团股份有限公司
成都理想汇贸易有限公司
成都瑞杰汽车配件有限责任公司
成都瑞裕钢铁有限公司
成都百瑞机械有限公司
成都百营钢铁有限公司
成都盈丰重型锻造有限责任公
成都盈丰重型锻造有限责任公司
成都盼盼门业有限公司
成都睿恒商贸有限公司
成都睿晟物资有限公司
成都福盛海鑫贸易有限公司
成都禾兴物资有限公司
成都科建
成都科建商贸
成都秦启钢铁有限公司
成都秦川钢铁有限公司
成都积微物联电子商务有限公司
成都积微物联电子商务有限公司(加工增值)
成都积微物联电子商务有限公司(绵阳旺亚)
成都积微物联电子商务有限公司（佳凯丰）
成都积微物联电子商务有限公司（直发）
成都积微物联集团(股份)有限公司
成都积微物联集团股份有限公司
成都积微物联（监管）
成都竞辉商贸有限公司
成都竣杰商贸
成都简单物资有限公司
成都红联物资有限公司
成都纵云商贸有限公司
成都经治商贸有限公司
成都维佳型钢有限公司
成都维时信商贸有限公司
成都缘源顺商贸有限公司
成都置发金属制品有限公司
成都联汇物资有限公司
成都联辰佳茂商贸有限公司
成都聚兴盛
成都聚鑫商贸有限公司
成都聚集钢管有限公司
成都自力实业发展有限公司
成都航发西南物贸有限公司
成都艾铁鑫贸易有限责任公司
成都茂腾机动车配件有限公司
成都荣创世纪贸易有限公司
成都荣梅顺商贸有限公司
成都萌兴物资有限公司
成都蜀元贸易有限公司
成都蜀兴元金属制品有限公司
成都蜀唐物资有限公司
成都蜀智商贸有限公司
成都诚实型钢制造有限公司
成都诚实大港彩色钢板有限公司
成都诚通国际贸易有限公司
成都贵鑫商贸有限公司
成都达海杰祥金属材料加工有限公司
成都达海金属加工配送有限公司
成都远大嘉盾门业有限责任公司
成都金万达物资贸易有限公司
成都金中元金属材料有限公司
成都金丽忆鸿贸易有限公司
成都金信立贸易有限公司
成都金剑达金属制品有限责任公司
成都金十钢铁有限责任公司
成都金台钢铁物资有限公司
成都金台钢铁物资有限责任公司
成都金固车轮有限公司
成都金堂兴源实业有限公司
成都金戈华物资有限公司
成都金晟达贸易有限公司
成都金汇成贸易有限公司
成都金泰祥贸易
成都金竹湾贸易有限公司
成都金远兴贸易有限公司
成都金鑫文钢铁有限责任公司
成都金锐物资有限公司
成都鑫东盛世钢铁有限公司
成都鑫利物资有限公司
成都鑫力王贸易有限责任公司
成都鑫君成贸易有限公司
成都鑫宏兴越贸易有限公司
成都鑫富利物资贸易有限公司
成都鑫富源物资有限公司
成都鑫巨川物资有限公司
成都鑫志嘉商贸有限公司
成都鑫成实商贸有限公司
成都鑫杰海钢铁贸易有限公司
成都鑫汇杰科技有限公司
成都鑫泰物资有限公司
成都鑫泽成物资有限公司
成都鑫睿锋商贸有限公司
成都鑫禧实业有限公司
成都鑫红林物资有限公司
成都鑫聚商贸有限公司
成都鑫诚地钢铁销售有限公司
成都鑫货物资有限公司
成都鑫金汇物资有限公司
成都鑫钜盟管业有限公司
成都鑫钢茂贸易有限公司
成都鑫铭禄商贸有限公司
成都钛材有限公司江油分公司
成都钢之翼商贸有限公司
成都钢之翼金属制品有限公司
成都钢优友贸易有限公司
成都钢博士贸易有限公司
成都钢城联合贸易有限公司
成都钢城连合贸易有限公司
成都钢益金属材料有限公司
成都钢蓉物资有限公司
成都钢金物资有限公司
成都铁发商贸有限公司
成都铭恩商贸有限公司
成都铭程金属材料有限公司
成都铸鑫物资
成都铸鑫物资贸易有限公司
成都锋砺商贸有限公司
成都锦华东方实业有限公司
成都锦绣佳裕商贸有限公司
成都长卓贸易有限公司
成都长卓（转简阳芦葭镇）
成都长英贸易有限公司
成都长钦贸易有限公司
成都阳宏机械配件有限公司
成都陆俊邦商贸有限公司
成都隆鑫达商贸有限公司
成都雄英压花开平厂
成都零部件（转龙泉驿）
成都雷瑞贸易有限公司
成都项诚钢铁有限公司
成都顺翔钢铁贸易有限公司
成都马力科技有限公司
成都鹏祥实业有限公司
成都麦克斯机械设备有限公司
成都龙众商贸有限公司
成都龙冶钢铁有限公司
成都龙合钢铁有限公司
成都龙泉万众汽车零部件厂
成都龙诚金属材料有限公司
攀中伊红金属制品（重庆）有限责任公司
攀博建材
攀成钢托管物资
攀枝花博通机械设备有限公司
攀枝花合恒工贸有限责任公司
攀枝花市志恒工贸有限公司
攀枝花市欣烨工贸有限责任公司
攀枝花市高晶钒钛汽车板簧有限公司
攀枝花市鼎博再生资源回收有限公司
攀西（重庆）物资有限公司
攀钢国贸武汉钢材销售有限公司
攀钢成都汽车零部件有限公司
攀钢集团国际经济贸易有限公司成都分公司
攀钢集团工程技术有限公司
攀钢集团工程技术有限公司成都分公司
攀钢集团成都投资管理有限公司
攀钢集团成都板材有限责任公司
攀钢集团成都钢钒有限公司金堂钢管分公司
攀钢集团攀枝花钢钒有限公司
攀钢集团攀枝花钢钒有限公司轨梁厂
攀钢集团有限公司海绵钛分公司
攀钢集团眉山中铁冷弯型钢有限责任公司
攀钢集团钛业有限责任公司
攀钢（转江油长城特殊钢）
攀铁金属（转西联）
新昕昊
新疆百构典当有限公司
无锡市恒智钢铁有限公司
无锡攀宁物资贸易有限公司
旺亚
昆明云辉平达物资有限公司
李荣彬
杭州热联立生投资有限公司
桂林君泰福电气有限公司
桥丰物资
梦宏威
梦鸿威
正兴集团成都车轮有限公司
正升环境科技股份有限公司
步阳集团有限公司
步阳集团（转什邡蓝天大道）
武汉欣道机电设备有限公司
武钢集团襄阳重型装备材料有限公司
永川红方
汇阳（积微）
江南（转05库）
江油正博物贸有限公司
江西森锦实业有限公司
江阳华创
江阳华创金属制品有限公司
江阿盛东
河北之江物流有限公司
河钢集团有限公司
泰雁商贸
津川瑞
济南三鼎物资有限公司
浙江杭联钢铁有限公司
浙江物产森华集团有限公司
浙江物产金属集团有限公司
海瑞克（成都）隧道设备有限公司
海联金汇科技股份有限公司
涟钢（重庆）材料技术有限公司
深圳市信而昌电子有限公司
湖北和晟钢铁有限公司
湖北广力轧辊有限公司
湖北鑫意诚贸易有限公司
瀚
瀚科
瀚科建设
烟台东方不锈钢工业有限公司
烟台东方不锈钢工业有限公司成都分公司
烟台鲁宝钢管有限责任公司鲁宝分公司
物华天宝
玉龙钢管（转德阳华山南路）
王云攀
王昌勇
瑞锦板材（转05库）
瑞锦板材（转剑龙）
瑞锦板材（转蓬安嘉宝汽车）
瑞锦板材（转遂宁福多纳汽车）
瑞锦板材（转龙泉零部件）
瓦房店福晟物资经销有限公司
百构金联科技股份有限公司
盛世兴达
盛蜀公司
盼盼门业（转05库）
眉山市幢成商贸有限公司
眉山市锐能贸易有限公司
眉山矿源
眉山矿源商贸
禄斌
福然德股份有限公司
福盛海鑫
福顺发
科建
科建商贸
科达兴
积微物联
积微物联（转广汉中腾容器）
积微物联（转蓬安嘉宝汽车）
积微物联（转遂宁福多纳汽车）
积微物联（转遂宁迈高汽车）
积微物联（转重庆嘉宝汽车）
立太钢铁（成都）有限公司
竣杰商贸
第一应力钢丝有限公司
维佳型钢
绵阳亚川
绵阳仁和（转437加工厂）
绵阳仁和（转天一库加工厂）
绵阳众杰再生资源有限公司
绵阳华钢
绵阳华钢实业
绵阳市仁和物资有限公司
绵阳市南亚金属制品有限责任公司
绵阳市宇翔商贸有限公司
绵阳市宝隆物资有限公司
绵阳市川金机械制造有限公司
绵阳市新立物资有限公司
绵阳市旺亚建材有限公司
绵阳市通益机械有限责任公司
绵阳德虹电器有限责任公司
绵阳新立（转中腾）
绵阳通茂
绵阳通茂物资有限公司
罗伟
置发
置发金属
耀源伟
聚友商贸
自贡发利公司
自贡市东方华实锅炉配套制造有限公司
自贡市东方联合机械配套有限公司
自贡市中汇能源科技有限公司
自贡市事祥锅炉设备制造有限公司
自贡市正亿物资有限公司
自贡攀冶物资有限公司
苏美达国际技术贸易有限公司
荣华汇聚
荣梅顺
蒂森克虏伯（对接）
衡铁
西华国际上海电子
西安万流物资有限公司
西安市北龙不锈钢有限公司
西安强铁商贸有限公司
西安联盛钢铁有限公司
西安金台物资有限责任公司
西昌市中川商贸有限公司
西部钢铁
西部钢铁物流
许昌华丰物资有限公司
诚冶
豪加利
豪加利科技
财拓
资阳石油钢管有限公司
辛柏机械技术（太仓）有限公司
遂宁盛辉达
郑智文
郫县龙鑫钢材有限公司
都江堰市都龙
都江堰鼎赞商贸有限公司
都龙金属
重庆中兵贸易有限公司
重庆九联物资有限公司
重庆二轻供销有限公司物资分公司
重庆二轻供销有限公司（金属材料分公司）
重庆亿朋轨道交通设备有限公司
重庆会哲商贸有限责任公司
重庆佳强物资贸易有限公司
重庆公路运输集团纳溪沟港务有限公司
重庆六钢广志贸易有限公司
重庆再创物资有限责任公司
重庆军钢物资有限责任公司
重庆冠亚物资有限公司
重庆力业金属材料有限公司
重庆千信国际贸易有限公司
重庆千信国际贸易有限公司(星剑)
重庆千信国际贸易有限公司(百营)
重庆华诺金属材料有限公司
重庆华阳电梯部件有限公司
重庆圣芸贸易有限公司
重庆堪信物资有限公司
重庆天物金属国际贸易有限公司
重庆如石机械有限公司
重庆宝洋物资有限公司
重庆市卓尔赛机械配件有限公司
重庆市大足区天瑞商贸有限公司
重庆市大足区建弟物资有限公司
重庆市大足区徐氏板林商贸有限公司
重庆市庞胜物资有限公司
重庆市江南金属材料公司
重庆恒久成实钢管有限责任公司
重庆恩君贸易有限公司
重庆成迅商贸有限公司
重庆文津（转龙泉驿）
重庆旺隆建材有限公司
重庆明欣物资有限公司
重庆棂韵贸易有限公司
重庆武钢西南销售有限公司成都分公司
重庆永业钢铁有限公司
重庆汉冶钢管有限公司
重庆汉沃商贸有限公司
重庆津亚商贸有限公司
重庆玉强商贸有限公司
重庆瑞鑫科五金制品有限公司
重庆福财顺工贸有限公司
重庆艮兑贸易有限公司
重庆辰森建材有限公司
重庆达海钢材有限公司
重庆达淳工贸有限责任公司
重庆鑫库达科技有限公司
